Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
Malta,MLT,1979,Middle East & North Africa,High income,96.48813,Primary,Female
Mauritania,MRT,1994,Sub-Saharan Africa,Lower middle income,42.46063,Primary,Female
Norway,NOR,1978,Europe & Central Asia,High income,99.28419,Primary,Female
Norway,NOR,2010,Europe & Central Asia,High income,99.23571,Primary,Female
Pacific island small states,PSS,2003,,,83.3474,Primary,Female
El Salvador,SLV,2017,Latin America & Caribbean,Lower middle income,81.4231,Primary,Female
Slovenia,SVN,1999,Europe & Central Asia,High income,96.60493,Primary,Female
Chad,TCD,1988,Sub-Saharan Africa,Low income,20.65163,Primary,Female
Tonga,TON,1970,East Asia & Pacific,Upper middle income,87.62211,Primary,Female
World,WLD,2013,,,89.67569,Primary,Female
Bangladesh,BGD,1989,South Asia,Lower middle income,64.80315,Primary,Female
Belize,BLZ,2005,Latin America & Caribbean,Lower middle income,95.0854,Primary,Female
Central African Republic,CAF,1982,Sub-Saharan Africa,Low income,43.12012,Primary,Female
Colombia,COL,2012,Latin America & Caribbean,Upper middle income,95.12067,Primary,Female
Djibouti,DJI,1988,Middle East & North Africa,Lower middle income,22.5391,Primary,Female
Denmark,DNK,1991,Europe & Central Asia,High income,98.31617,Primary,Female
Ethiopia,ETH,2000,Sub-Saharan Africa,Low income,34.27463,Primary,Female
France,FRA,2003,Europe & Central Asia,High income,96.06549,Primary,Female
Indonesia,IDN,1989,East Asia & Pacific,Lower middle income,96.20638,Primary,Female
Jordan,JOR,1978,Middle East & North Africa,Upper middle income,94.86776,Primary,Female
Latin America & Caribbean (excluding high income),LAC,2004,,,94.1952,Primary,Female
Latin America & Caribbean (excluding high income),LAC,2010,,,96.62932,Primary,Female
Latin America & Caribbean (excluding high income),LAC,2017,,,96.10773,Primary,Female
Lesotho,LSO,1998,Sub-Saharan Africa,Lower middle income,61.11009,Primary,Female
Mongolia,MNG,2007,East Asia & Pacific,Lower middle income,97.86082,Primary,Female
Pakistan,PAK,2010,South Asia,Lower middle income,60.55766,Primary,Female
Pre-demographic dividend,PRE,2016,,,72.88062,Primary,Female
Portugal,PRT,1981,Europe & Central Asia,High income,95.90621,Primary,Female
South Asia,SAS,2018,,,90.74347,Primary,Female
Eswatini,SWZ,2009,Sub-Saharan Africa,Lower middle income,81.66572,Primary,Female
Tajikistan,TJK,2002,Europe & Central Asia,Lower middle income,94.11367,Primary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2009,,,91.77038,Primary,Female
"Venezuela, RB",VEN,2001,Latin America & Caribbean,,94.6902,Primary,Female
Zambia,ZMB,1983,Sub-Saharan Africa,Lower middle income,76.85251,Primary,Female
Brunei Darussalam,BRN,1980,East Asia & Pacific,High income,79.28354,Primary,Female
Central Europe and the Baltics,CEB,2015,,,93.73264,Primary,Female
Cyprus,CYP,2012,Europe & Central Asia,High income,98.3456,Primary,Female
Denmark,DNK,1996,Europe & Central Asia,High income,98.0899,Primary,Female
Dominican Republic,DOM,2015,Latin America & Caribbean,Upper middle income,95.04055,Primary,Female
Spain,ESP,1988,Europe & Central Asia,High income,98.65923,Primary,Female
Indonesia,IDN,1990,East Asia & Pacific,Lower middle income,94.69707,Primary,Female
IDA only,IDX,2018,,,80.32703,Primary,Female
Ireland,IRL,1972,Europe & Central Asia,High income,97.47802,Primary,Female
Low income,LIC,2013,,,77.78202,Primary,Female
Luxembourg,LUX,1986,Europe & Central Asia,High income,82.38878,Primary,Female
Mozambique,MOZ,2014,Sub-Saharan Africa,Low income,87.33514,Primary,Female
"Venezuela, RB",VEN,2004,Latin America & Caribbean,,94.07434,Primary,Female
Central African Republic,CAF,1977,Sub-Saharan Africa,Low income,38.08183,Primary,Female
Cuba,CUB,2010,Latin America & Caribbean,Upper middle income,98.79176,Primary,Female
Denmark,DNK,1987,Europe & Central Asia,High income,98.9879,Primary,Female
Ghana,GHA,2008,Sub-Saharan Africa,Lower middle income,83.90655,Primary,Female
Greece,GRC,2016,Europe & Central Asia,High income,97.9252,Primary,Female
Latin America & Caribbean (excluding high income),LAC,2015,,,95.98041,Primary,Female
Least developed countries: UN classification,LDC,2010,,,77.45492,Primary,Female
Moldova,MDA,2015,Europe & Central Asia,Upper middle income,89.68644,Primary,Female
Middle East & North Africa,MEA,2001,,,83.70296,Primary,Female
Panama,PAN,1973,Latin America & Caribbean,Upper middle income,87.3349,Primary,Female
Paraguay,PRY,1979,Latin America & Caribbean,Upper middle income,83.19155,Primary,Female
Suriname,SUR,1977,Latin America & Caribbean,Upper middle income,94.18554,Primary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1999,,,79.87508,Primary,Female
Trinidad and Tobago,TTO,1986,Latin America & Caribbean,High income,91.37001,Primary,Female
"Venezuela, RB",VEN,2000,Latin America & Caribbean,,90.1701,Primary,Female
Arab World,ARB,2012,,,84.11878,Primary,Female
Bangladesh,BGD,1970,South Asia,Lower middle income,34.56778,Primary,Female
Bulgaria,BGR,1999,Europe & Central Asia,Upper middle income,96.71662,Primary,Female
Barbados,BRB,2017,Latin America & Caribbean,High income,95.78701,Primary,Female
Cyprus,CYP,1971,Europe & Central Asia,High income,79.57353,Primary,Female
Cyprus,CYP,1987,Europe & Central Asia,High income,77.48683,Primary,Female
Cyprus,CYP,2003,Europe & Central Asia,High income,98.8198,Primary,Female
Djibouti,DJI,1987,Middle East & North Africa,Lower middle income,22.40552,Primary,Female
Denmark,DNK,2004,Europe & Central Asia,High income,98.85243,Primary,Female
Europe & Central Asia,ECS,1999,,,94.90439,Primary,Female
"Iran, Islamic Rep.",IRN,2000,Middle East & North Africa,Lower middle income,84.54942,Primary,Female
Italy,ITA,2013,Europe & Central Asia,High income,99.59018,Primary,Female
Latin America & Caribbean (excluding high income),LAC,2006,,,94.98589,Primary,Female
Nepal,NPL,2004,South Asia,Lower middle income,74.78198,Primary,Female
Pre-demographic dividend,PRE,2017,,,72.73709,Primary,Female
Rwanda,RWA,1977,Sub-Saharan Africa,Low income,50.41219,Primary,Female
El Salvador,SLV,2002,Latin America & Caribbean,Lower middle income,93.39051,Primary,Female
San Marino,SMR,1993,Europe & Central Asia,High income,95.64489,Primary,Female
Serbia,SRB,2008,Europe & Central Asia,Upper middle income,98.39666,Primary,Female
Eswatini,SWZ,1971,Sub-Saharan Africa,Lower middle income,58.15917,Primary,Female
Bahrain,BHR,1978,Middle East & North Africa,High income,72.7629,Primary,Female
Barbados,BRB,1982,Latin America & Caribbean,High income,93.19261,Primary,Female
Brunei Darussalam,BRN,1977,East Asia & Pacific,High income,88.56238,Primary,Female
"Gambia, The",GMB,2017,Sub-Saharan Africa,Low income,83.99385,Primary,Female
"Hong Kong SAR, China",HKG,1982,East Asia & Pacific,High income,98.72351,Primary,Female
IBRD only,IBD,2014,,,96.29256,Primary,Female
Ireland,IRL,1976,Europe & Central Asia,High income,96.39257,Primary,Female
Lao PDR,LAO,2017,East Asia & Pacific,Lower middle income,91.72209,Primary,Female
Latin America & Caribbean,LCN,1998,,,91.93441,Primary,Female
Low & middle income,LMY,2016,,,88.75618,Primary,Female
Lesotho,LSO,2009,Sub-Saharan Africa,Lower middle income,88.91254,Primary,Female
Myanmar,MMR,1971,East Asia & Pacific,Lower middle income,57.38282,Primary,Female
Norway,NOR,1988,Europe & Central Asia,High income,97.59952,Primary,Female
Paraguay,PRY,1975,Latin America & Caribbean,Upper middle income,78.20262,Primary,Female
Paraguay,PRY,1983,Latin America & Caribbean,Upper middle income,87.53933,Primary,Female
San Marino,SMR,1991,Europe & Central Asia,High income,88.08777,Primary,Female
Slovak Republic,SVK,2003,Europe & Central Asia,High income,84.04931,Primary,Female
Tunisia,TUN,1975,Middle East & North Africa,Lower middle income,61.17866,Primary,Female
Turkey,TUR,2011,Europe & Central Asia,Upper middle income,94.58218,Primary,Female
Upper middle income,UMC,2012,,,96.1009,Primary,Female
Burkina Faso,BFA,1994,Sub-Saharan Africa,Low income,23.67345,Primary,Female
Botswana,BWA,1991,Sub-Saharan Africa,Upper middle income,97.27605,Primary,Female
Caribbean small states,CSS,2016,,,90.74128,Primary,Female
Croatia,HRV,2010,Europe & Central Asia,High income,95.88539,Primary,Female
IDA only,IDX,2016,,,80.43542,Primary,Female
Lesotho,LSO,1972,Sub-Saharan Africa,Lower middle income,67.64357,Primary,Female
Lesotho,LSO,1986,Sub-Saharan Africa,Lower middle income,73.46455,Primary,Female
Lesotho,LSO,1999,Sub-Saharan Africa,Lower middle income,57.68106,Primary,Female
"Macao SAR, China",MAC,2010,East Asia & Pacific,High income,84.89596,Primary,Female
Morocco,MAR,1993,Middle East & North Africa,Lower middle income,48.87817,Primary,Female
Malaysia,MYS,2005,East Asia & Pacific,Upper middle income,99.71313,Primary,Female
Pre-demographic dividend,PRE,2003,,,61.50283,Primary,Female
Pre-demographic dividend,PRE,2004,,,63.65322,Primary,Female
Post-demographic dividend,PST,2011,,,95.75099,Primary,Female
Qatar,QAT,1983,Middle East & North Africa,High income,91.21989,Primary,Female
Slovenia,SVN,2002,Europe & Central Asia,High income,97.13855,Primary,Female
Uruguay,URY,1991,Latin America & Caribbean,High income,92.55219,Primary,Female
Angola,AGO,2010,Sub-Saharan Africa,Lower middle income,74.64644,Primary,Female
United Arab Emirates,ARE,1980,Middle East & North Africa,High income,76.6383,Primary,Female
Burkina Faso,BFA,2004,Sub-Saharan Africa,Low income,35.84748,Primary,Female
Brazil,BRA,2014,Latin America & Caribbean,Upper middle income,97.61097,Primary,Female
Colombia,COL,2004,Latin America & Caribbean,Upper middle income,95.0468,Primary,Female
Cabo Verde,CPV,2002,Sub-Saharan Africa,Lower middle income,96.70483,Primary,Female
Cabo Verde,CPV,2015,Sub-Saharan Africa,Lower middle income,92.65396,Primary,Female
Djibouti,DJI,2019,Middle East & North Africa,Lower middle income,67.01807,Primary,Female
IDA total,IDA,2014,,,75.78607,Primary,Female
India,IND,2000,South Asia,Lower middle income,77.07076,Primary,Female
Ireland,IRL,1983,Europe & Central Asia,High income,89.00605,Primary,Female
Paraguay,PRY,1992,Latin America & Caribbean,Upper middle income,85.96722,Primary,Female
Qatar,QAT,1987,Middle East & North Africa,High income,88.84785,Primary,Female
Aruba,ABW,2005,Latin America & Caribbean,High income,96.73629,Primary,Female
United Arab Emirates,ARE,1994,Middle East & North Africa,High income,88.54075,Primary,Female
Austria,AUT,2016,Europe & Central Asia,High income,89.72229,Primary,Female
Azerbaijan,AZE,2001,Europe & Central Asia,Upper middle income,84.79876,Primary,Female
Burundi,BDI,2006,Sub-Saharan Africa,Low income,73.19322,Primary,Female
Burkina Faso,BFA,2013,Sub-Saharan Africa,Low income,65.70426,Primary,Female
Europe & Central Asia (excluding high income),ECA,2017,,,95.3149,Primary,Female
Eritrea,ERI,2001,Sub-Saharan Africa,Low income,52.46551,Primary,Female
Greece,GRC,1996,Europe & Central Asia,High income,88.84115,Primary,Female
Hungary,HUN,2001,Europe & Central Asia,High income,97.63067,Primary,Female
Indonesia,IDN,2009,East Asia & Pacific,Lower middle income,95.77599,Primary,Female
Kuwait,KWT,1978,Middle East & North Africa,High income,77.34045,Primary,Female
Liberia,LBR,2014,Sub-Saharan Africa,Low income,37.70231,Primary,Female
Low income,LIC,2009,,,75.18725,Primary,Female
Morocco,MAR,1983,Middle East & North Africa,Lower middle income,48.46205,Primary,Female
Morocco,MAR,2011,Middle East & North Africa,Lower middle income,93.38813,Primary,Female
Mauritania,MRT,2009,Sub-Saharan Africa,Lower middle income,73.64116,Primary,Female
Nicaragua,NIC,1994,Latin America & Caribbean,Lower middle income,75.95502,Primary,Female
Somalia,SOM,1979,Sub-Saharan Africa,Low income,11.72704,Primary,Female
Azerbaijan,AZE,2013,Europe & Central Asia,Upper middle income,95.28533,Primary,Male
Burkina Faso,BFA,1993,Sub-Saharan Africa,Low income,34.49254,Primary,Male
Brunei Darussalam,BRN,1984,East Asia & Pacific,High income,76.42624,Primary,Male
Cyprus,CYP,1974,Europe & Central Asia,High income,78.17256,Primary,Male
Ghana,GHA,2003,Sub-Saharan Africa,Lower middle income,65.98241,Primary,Male
"Gambia, The",GMB,2003,Sub-Saharan Africa,Low income,65.38135,Primary,Male
IDA only,IDX,2012,,,82.27461,Primary,Male
IDA only,IDX,2013,,,82.51532,Primary,Male
Jamaica,JAM,2003,Latin America & Caribbean,Upper middle income,90.23841,Primary,Male
Cambodia,KHM,1997,East Asia & Pacific,Lower middle income,89.77808,Primary,Male
Kuwait,KWT,1987,Middle East & North Africa,High income,87.45169,Primary,Male
Morocco,MAR,2004,Middle East & North Africa,Lower middle income,89.25044,Primary,Male
Mali,MLI,2005,Sub-Saharan Africa,Low income,63.07567,Primary,Male
Myanmar,MMR,1974,East Asia & Pacific,Lower middle income,61.49773,Primary,Male
Mauritania,MRT,2000,Sub-Saharan Africa,Lower middle income,61.04315,Primary,Male
Panama,PAN,1999,Latin America & Caribbean,Upper middle income,93.45321,Primary,Male
Philippines,PHL,2002,East Asia & Pacific,Lower middle income,88.90551,Primary,Male
Poland,POL,2008,Europe & Central Asia,High income,93.48548,Primary,Male
Qatar,QAT,1979,Middle East & North Africa,High income,98.36329,Primary,Male
Senegal,SEN,2005,Sub-Saharan Africa,Lower middle income,65.44789,Primary,Male
Tonga,TON,1975,East Asia & Pacific,Upper middle income,97.24708,Primary,Male
Belgium,BEL,2008,Europe & Central Asia,High income,97.62989,Primary,Male
Bermuda,BMU,1978,North America,High income,80.89888,Primary,Male
Botswana,BWA,1972,Sub-Saharan Africa,Upper middle income,42.32077,Primary,Male
Botswana,BWA,1999,Sub-Saharan Africa,Upper middle income,83.37816,Primary,Male
Algeria,DZA,2007,Middle East & North Africa,Lower middle income,96.79279,Primary,Male
Eritrea,ERI,1995,Sub-Saharan Africa,Low income,35.84559,Primary,Male
Heavily indebted poor countries (HIPC),HPC,2018,,,82.65285,Primary,Male
St. Lucia,LCA,2000,Latin America & Caribbean,Upper middle income,92.642,Primary,Male
Myanmar,MMR,2008,East Asia & Pacific,Lower middle income,90.24233,Primary,Male
Mozambique,MOZ,1985,Sub-Saharan Africa,Low income,57.4248,Primary,Male
Malaysia,MYS,1998,East Asia & Pacific,Upper middle income,96.01229,Primary,Male
Paraguay,PRY,1987,Latin America & Caribbean,Upper middle income,87.86742,Primary,Male
French Polynesia,PYF,1984,East Asia & Pacific,High income,94.49289,Primary,Male
Senegal,SEN,1990,Sub-Saharan Africa,Lower middle income,51.35767,Primary,Male
Eswatini,SWZ,1996,Sub-Saharan Africa,Lower middle income,77.24444,Primary,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,,,94.72087,Primary,Male
Trinidad and Tobago,TTO,1982,Latin America & Caribbean,High income,92.14739,Primary,Male
Zambia,ZMB,1994,Sub-Saharan Africa,Lower middle income,74.08579,Primary,Male
Argentina,ARG,1991,Latin America & Caribbean,Upper middle income,96.34115,Primary,Male
Brunei Darussalam,BRN,1986,East Asia & Pacific,High income,80.02228,Primary,Male
Central Europe and the Baltics,CEB,2003,,,93.68133,Primary,Male
"Congo, Rep.",COG,1984,Sub-Saharan Africa,Lower middle income,89.58933,Primary,Male
Cabo Verde,CPV,2001,Sub-Saharan Africa,Lower middle income,97.15398,Primary,Male
Caribbean small states,CSS,2001,,,91.86646,Primary,Male
Djibouti,DJI,2006,Middle East & North Africa,Lower middle income,43.64816,Primary,Male
France,FRA,2014,Europe & Central Asia,High income,97.84189,Primary,Male
United Kingdom,GBR,1981,Europe & Central Asia,High income,97.46892,Primary,Male
Iraq,IRQ,1988,Middle East & North Africa,Upper middle income,95.40531,Primary,Male
Least developed countries: UN classification,LDC,2014,,,83.49072,Primary,Male
Sri Lanka,LKA,2008,South Asia,Lower middle income,95.82625,Primary,Male
Mongolia,MNG,1996,East Asia & Pacific,Lower middle income,84.03104,Primary,Male
Mauritius,MUS,1972,Sub-Saharan Africa,Upper middle income,77.74825,Primary,Male
Malaysia,MYS,2003,East Asia & Pacific,Upper middle income,97.10396,Primary,Male
Romania,ROU,1997,Europe & Central Asia,Upper middle income,89.50598,Primary,Male
Slovenia,SVN,1997,Europe & Central Asia,High income,95.51578,Primary,Male
Eswatini,SWZ,1990,Sub-Saharan Africa,Lower middle income,70.5618,Primary,Male
Eswatini,SWZ,1995,Sub-Saharan Africa,Lower middle income,77.60523,Primary,Male
Syrian Arab Republic,SYR,1980,Middle East & North Africa,Low income,96.6011,Primary,Male
Togo,TGO,2017,Sub-Saharan Africa,Low income,95.54365,Primary,Male
Arab World,ARB,2006,,,84.69159,Primary,Male
Benin,BEN,1993,Sub-Saharan Africa,Lower middle income,69.91327,Primary,Male
Algeria,DZA,1983,Middle East & North Africa,Lower middle income,88.00073,Primary,Male
Ethiopia,ETH,2015,Sub-Saharan Africa,Low income,88.30147,Primary,Male
Fiji,FJI,2013,East Asia & Pacific,Upper middle income,98.3835,Primary,Male
United Kingdom,GBR,2011,Europe & Central Asia,High income,98.09179,Primary,Male
"Gambia, The",GMB,2015,Sub-Saharan Africa,Low income,72.67655,Primary,Male
Honduras,HND,2014,Latin America & Caribbean,Lower middle income,79.48847,Primary,Male
Hungary,HUN,2003,Europe & Central Asia,High income,95.87332,Primary,Male
Iceland,ISL,2003,Europe & Central Asia,High income,99.19843,Primary,Male
Lao PDR,LAO,2012,East Asia & Pacific,Lower middle income,95.77593,Primary,Male
Low income,LIC,2012,,,83.05247,Primary,Male
Low income,LIC,2017,,,83.30582,Primary,Male
Luxembourg,LUX,2008,Europe & Central Asia,High income,97.03406,Primary,Male
Morocco,MAR,1994,Middle East & North Africa,Lower middle income,69.72415,Primary,Male
North Macedonia,MKD,2017,Europe & Central Asia,Upper middle income,95.69937,Primary,Male
Qatar,QAT,1994,Middle East & North Africa,High income,81.21777,Primary,Male
San Marino,SMR,2000,Europe & Central Asia,High income,83.18241,Primary,Male
Middle East & North Africa (IDA & IBRD countries),TMN,2013,,,95.3976,Primary,Male
